o	I	o
tOj	Pd-nsn	taj
mi	Pp1-sd	ja
unUka	Ncmsay	unuk
.	Z	.

i	Cc	i
Emu	Npfsa	Ema
.	Z	.

i	Cc	i
pEtra	Npfsn	Petra
((laugh))	X	((laugh))
.	Z	.

Ema	Npfsn	Ema
mi	Pp1-sd	ja
se	Px--sa	sebe
na	Sl	na
udAde	Vma3s	udati
.	Z	.

pOnajstarEa	Qr	pOnajstarEa
.	Z	.

dalEko	Rgp	daleko
.	Z	.

((XXX))	X	((xxx))
.	Z	.

pa	Cc	pa
nIšta	Pi3n-n	ništa
mi	Pp1-pn	ja
ne	Qz	ne
smEtate	Vmr2p	smetati
sAmo	Rgp	samo
drUgo	Mlonsn	drugi
nE	Qz	ne
znam	Vmr1s	znati
kakvO	Pi-nsn	kakav
da	Cs	da
vi	Pp2-pn	vi
prIčam	Vmr1s	pričati
.	Z	.

kakvO	Pi-nsn	kakav
sam	Var1s	biti
znAla	Vmp-sf	znati
jA	Pp1-sn	ja
sam	Var1s	biti
vI	Pp3-pd	vi
kazAla	Vmp-sf	kazati
sAd	Rgp	sad
•	X	•
vIše	Rgc	mnogo
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

((laugh))	X	((laugh))
.	Z	.

mA	I	ma
kAko	Cs	kako
Oḱete/	Ncfpn	oḱetea
nemOj	Vmm2s	moći
ə/	X	ə/
ne	Qz	ne
mOrate/	Vmp-sn	moratti
ne/	X	ne/
nE	Qz	ne
trebaše	Vmr1s	trebati
ni	Qo	ni
da	Cs	da
snImamo	Vmr1p	snimati
kakvO	Pi-nsn	kakav
.	Z	.

mA	I	ma
nE	Qz	ne
znam	Vmr1s	znati
nemOjte	Vmm2p	moći
me	Pp1-sa	ja
.	Z	.

nEmojte	Vmm2p	moći
dragIša	Npmsn	Dragiša
mOže	Vmr3s	moći
•	X	•
da	Cs	da
me	Pp1-sa	ja
kAra	Vmr3s	karati
ḱe	Ncmpa	ḱe
da	Cs	da
kAže	Vmr3s	kazati
kakvO	Pi-nsn	kakav
si	Var2s	biti
pričAla	Vmp-sf	pričati
kakO	Cs	kako
si/	Vmp-sm	siti
.	Z	.

nIje	Var3s	biti
što	Cs	što
je	Var3s	biti
takvO	Pd-nsn	takav
.	Z	.

o	I	o
kakvO	Pi-nsn	kakav
je	Var3s	biti
bIilO	Vmpn	bIilO
vrEme	Ncnsn	vreme
.	Z	.

kakO	Cs	kako
se	Px--sa	sebe
živElo	Vmp-sn	živeti
.	Z	.

pojEdite	Agpmpny	pojedite
kolAči	Ncmpn	kolač
al	Cc	ali
ni	Qo	ni
kAžem	Vmr1s	kazati
jA	Pp1-sn	ja
•	X	•
ne/	X	ne/
slAtko	Rgp	slatko
ne	Qz	ne
jEdem	Vmr1s	jesti
.	Z	.

tOg	Pdsg	taj
uzmEte	Ncmsg	uzmeta
si	Px--sd	sebe
jed/	Ncfpn	jeda
.	Z	.

bombOne	Ncfpn	bombona
.	Z	.

Uzmi	Npmpn	Uzm
dUšo	Ncfsv	duša
.	Z	.

pa	Cc	pa
dabOme	Qr	dabome
.	Z	.

onOj	Pd-nsn	onaj
ni	Cc	ni
nišlIje	Px--sa	nišlIje
.	Z	.

