dObar	Agpmsnn	dobar
materijAl	Ncmsn	materijal
kakAv	Pisn	kakav
trEba	Vmr3s	trebati
.	Z	.

trEba	Vmr3s	trebati
se	Pxsa	sebe
platI	Vmr3s	platiti
mAjstor	Ncmsn	majstor
ako	Cs	ako
Imaš	Vmr2s	imati
••	X	••
topOlu	Ncfsa	topola
da	Cs	da
sasečEš	Vmr2s	saseći
dAske	Ncfpn	daska
.	Z	.

bez	Sg	bez
dAske	Ncfsg	daska
si	Px--sd	sebe
kUḱa	Ncfsn	kuća
ne	Qz	ne
prAi	Vmr3s	praviti
.	Z	.

trEbe	Vmr3s	trebati
se	Pxsa	sebe
plAti	Vmr3s	platiti
narEznicu	Ncfsa	nareznica
.	Z	.

trEbe	Vmr3s	trebati
das/	Npmsn	das/
••	X	••
mAjstori	Ncmpn	majstor
da	Cs	da
naprAe	Vmr3p	napraviti
.	Z	.

na	Sa	na
trI	Mlc	tri
pArtije	Ncfsg	partija
smo	Var1p	biti
•	X	•
prIlji	Agpmsny	prilji
tišljerAj	Ncmsn	tišljeraj
za	Sa	za
kuḱu	Ncfsa	kuća
.	Z	.

ovO	Pd-nsn	ovaj
je	Var3s	biti
naprAljena	Agpfsny	napraljen
kuḱa	Ncfsn	kuća
do	Sg	do
brAta	Ncmsg	brat
gOre	Rgp	gore
ovAj	Pd-msn	ovaj
dE	I	de
su	Var3p	biti
stepEnice	Ncfpn	stepenica
.	Z	.

tO	Pdsn	taj
je	Var3s	biti
prAljena	Agpfsny	praljen
kuḱa	Ncfsn	kuća
na	Sa	na
pRvu	Agpfsay	prvi
tUru	Ncfsa	tura
.	Z	.

a	Cc	a
pOsle	Rgp	posle
•	X	•
On	Pp3msn	on
kad	Cs	kad
se	Px--sa	sebe
pomajstorIl	Npmsn	pomajstorIl
••	X	••
praIl	Vmp-sm	praviti
gOre	Rgp	gore
imA	Vmr3s	imati
••	X	••
kUjna	Sa	kUjna
kupAtilo	Ncnsa	kupatilo
špAjz	Npmsn	špAjz
.	Z	.

i	Cc	i
vElika	Agpfsny	velik
sOba	Ncfsn	soba
veḱa	Pp1-sd	veḱa
sOba	Ncfsn	soba
od	Sg	od
ovUj	Pd-fsa	ovaj
.	Z	.

tOj	Pd-nsn	taj
pripAda	Vmr3s	pripadati
u	Sl	u
kUjnu	Npmsl	kUjn
.	Z	.

((?))	X	((?))
•	X	•
n	Vmp-pm	n
ovAm	Rgp	ovamo
u	Sl	u
produžEtku	Ncmsl	produžetak
•	X	•
dOle	Rgp	dole
ognjIšte	Ncnsa	ognjište
.	Z	.

i	Cc	i
((?))	X	((?))
••	X	••
sUšnica	Ncfsn	sušnica
za	Sa	za
mEso	Ncnsa	meso
.	Z	.

a	Cc	a
gOre	Rgp	gore
Iznad	Sg	iznad
•	X	•
tUj	Rgp	tu
•	X	•
kUjna	Vmp-pm	kujti
sas	Si	sa
ognjIšte	Ncnsa	ognjište
.	Z	.

gOre	Rgp	gore
e	Var3s	biti
Ambar	Ncmsn	ambar
•	X	•
mož	Vmr3s	moći
da	Cs	da
stUraš	Vmr3p	sturti
vagOnsku	Agpfsay	vagonski
rObu	Ncfsa	roba
.	Z	.

kukUruz	Ncmsan	kukuruz
i	Cc	i
žIto	Ncnsa	žito
.	Z	.

i	Cc	i
((?))	X	((?))
••	X	••
tOj	Pd-nsn	taj
se	Px--sa	sebe
ne	Qz	ne
prAi	Vmr3s	praviti
lAko	Rgp	lako
.	Z	.

tO/	Vap-pm	tO/
kad	Cs	kad
smo	Var1p	biti
tOj	Pd-nsn	taj
napraIli	Vmp-pm	napraviti
dOle	Rgp	dole
•	X	•
dvE	Mlcf-n	dva
domaḱInstva	Vaa3p	domaḱInstva
bilI	Vmp-pm	biti
dOle	Rgp	dole
ispod	Sg	ispod
pUt	Ncmsn	put
.	Z	.

kupUje	Vmr3s	kupovati
placEvi	Ncmpn	plac
•	X	•
sAg	Rgp	sad
ti	Pp2-sd	ti
dAo	Vmp-sm	dati
ovAj	Pd-msn	ovaj
sAg	Rgp	sad
ti	Pp2-sd	ti
dAo	Vmp-sm	dati
onAj	Pd-msn	onaj
.	Z	.

dok	Cs	dok
smo	Var1p	biti
tOj	Pd-nsn	taj
otkupIli	Vmp-pm	otkupiti
pa	Cc	pa
prAi	Vmr3s	praviti
štAlu	Ncfsa	štala
pa	Cc	pa
prAi	Vmr3s	praviti
.	Z	.

za	Sa	za
stOku	Ncfsa	stoka
•	X	•
pa	Cc	pa
ovdE	Rgp	ovde
nE	Qz	ne
bilA	Vmr3s	biti
stOka	Ncfsn	stoka
•	X	•
nEmaš	Vmr2s	imati
gde	Rgp	gde
.	Z	.

da	Cs	da
izglEdaš	Vmr2s	izgledati
pred	Sa	pred
brAta	Ncmsay	brat
da	Cs	da
ti	Pp2-sd	ti
bUde	Vcr3s	biti
čIsto	Rgp	čisto
.	Z	.

a	Cc	a
kad	Cs	kad
smo	Var1p	biti
osilIli	Vmp-pm	osiliti
stOku	Ncfsa	stoka
dolE	Rgp	dole
mI	Pp1-pn	ja
smo	Var1p	biti
si	Px--sd	sebe
ovdE	Rgp	ovde
naprIli	Vmp-pm	napriti
bAštu	Ncfsa	bašta
.	Z	.

sAd	Rgp	sad
si	Px--sd	sebe
Imamo	Vmr1p	imati
bAštu	Ncfsa	bašta
.	Z	.

i	Cc	i
dOle	Rgp	dole
sAg	Rgp	sad
i	Cc	i
imamo	Vmr1p	imati
((XXX))	X	((xxx))
ali	Cc	ali
plastenIk	Ncmsn	plastenik
.	Z	.

na	Sa	na
dvA	Mlc	dva
dEla	Ncmsg	deo
plastenIci	Ncmpn	plastenik
•	X	•
Imamo	Vmr1p	imati
si	Px--sd	sebe
.	Z	.

sƏk	Rgp	sad
si	Px--sd	sebe
/	Z	/
ḱu	Var1s	hteti
si	Px--sd	sebe
posAdim	Vmr1s	posaditi
lUk	Ncmsn	luk
.	Z	.

i	Cc	i
Imam	Vmr1s	imati
si	Px--sd	sebe
mlAd	Agpmsnn	mlad
lUk	Ncmsn	luk
u	Sa	u
prolEt	Npmsan	prolEt
.	Z	.

čim	Cs	čim
se	Pxsa	sebe
otOpli	Vmr3s	otopliti
jas	Pp1-sd	jas
Imam	Vmr1s	imati
mlAd	Agpmsnn	mlad
lUk	Ncmsn	luk
.	Z	.

i	Cc	i
salAtu	Ncfsa	salata
.	Z	.

pOsle	Rgp	posle
sAdimo	Vmr1p	saditi
paradAjz	Ncmsan	paradajz
paprIku	Ncfsa	paprika
.	Z	.

Imam	Vmr1s	imati
si	Px--sd	sebe
i	Cc	i
mAlo	Rgp	malo
prAskove	Ncmpa	prasak
.	Z	.

tO	Pd-nsa	taj
e/	Rgc	e/
od	Sg	od
njIh	Pp3g	oni
se	Px--sa	sebe
•	X	•
zovE	Vmr3s	zvati
brEskve	Ncfpa	breskva
.	Z	.

a	Cc	a
•	X	•
praskO	Npmsn	praskO
e	Var3s	biti
imAlo	Vmp-sn	imati
tri	Mlc	tri
čEtri	Mlc	četiri
.	Z	.

nejedEmo	Npmsn	nejedEmo
se	Pxsa	sebe
slAtke	Agpfpny	sladak
ali	Cc	ali
vEč	Rgp	već
i	Cc	i
nestAle	Vmp-pf	nestati
.	Z	.

i	Cc	i
da	Cs	da
Ima	Vmr3s	imati
neka	Qo	neka
dOle	Rgp	dole
••	X	••
nE	Qz	ne
znam	Vmr1s	znati
dOle	Rgp	dole
((laugh))	X	((laugh))
da	Cs	da
i	Cc	i
poslUži	Vmr3s	poslužiti
.	Z	.

i	Cc	i
((?))	X	((?))
•••	X	•••
Imam	Vmr1s	imati
•	X	•
i	Cc	i
vIšnju	Ncfsa	višnja
i	Cc	i
jAbuku	Ncfsa	jabuka
i	Cc	i
prAskovu	Npnsl	prAskovo
.	Z	.

i	Cc	i
jAgode	Ncfpn	jagoda
s/	X	s/
sAg	Rgp	sad
mi	Pp1-sd	ja
se	Px--sa	sebe
rascvetEle	Ncfpn	rascvetela
jAgode	Ncfpn	jagoda
.	Z	.

jučEr	Rgp	juče
sam	Var1s	biti
je	Var3s	biti
okopAla	Vmp-sf	okopati
.	Z	.

ovAj	Pd-msn	ovaj
((?))	X	((?))
•	X	•
što	Cs	što
se	Px--sa	sebe
zovU	Vmr3p	zvati
mesečarke	Ncfpn	mesečarka
.	Z	.

pa	Cc	pa
lEtoske	Px--sa	lEtoske
bilO	Vmp-sn	biti
sUša	Ncfpg	suša
nesU/	Npmsn	nesU/
nesU	Ncmsl	nes
mOgle	Vmpf	moći
da	Cs	da
dejstvu	Ncnsd	dejstvo
.	Z	.

#al	Xf	#al
am#	Xf	am#
imAlo	Vmp-sn	imati
cElo	Agpnsay	ceo
lEto	Ncnsa	leto
.	Z	.

posadEl/	Z	posadEl/
posadIl	Agpmsnn	posadil
sam	Var1s	biti
je	Var3s	biti
ovdE	Rgp	ovde
pre	Sg	pre
rAta	Ncmsg	rat
.	Z	.

da	Cs	da
si	Px--sd	sebe
Imam	Vmr1s	imati
•	X	•
ako	Cs	ako
ne	Qz	ne
•	X	•
nEču	Vmr3s	hteti
da	Cs	da
se	Pxsa	sebe
naedEm	Ncmsn	naedem
al	Cc	ali
če	Var3s	hteti
mi	Pp1-sd	ja
bAr	Ncmsn	bar
bUde	Vcr3s	biti
lEpo	Rgp	lepo
.	Z	.

i	Cc	i
((?))	X	((?))
•••	X	•••
••	X	••
žAlim	Vmr1s	žaliti
slUčaj	Ncmsn	slučaj
što	Cs	što
se	Pxsa	sebe
rasturIlo	Vmpn	rasturiti
domaḱInstvo	Ncnsn	domaḱinstvo
ne	Qz	ne
kakO	Cs	kako
trEba	Vmr3s	trebati
da	Cs	da
su/	Qr	su/
.	Z	.

da	Cs	da
su	Var3p	biti
ovdE	Rgp	ovde
u/	X	u/
i	Cc	i
snA	Ncfsn	snaja
i	Cc	i
unUci	Ncfsl	unuka
i	Cc	i
pəraunUci	Npmpn	pəraunUc
.	Z	.

svE	Pi-nsn	sav
tOj	Pd-nsn	taj
bi	Vaa3s	biti
bilO	Vcp-sn	biti
dobro	Rgp	dobro
.	Z	.

unUk	Ncmsn	unuk
trIes	Mlc	trideset
i	Cc	i
sedAm	Mlc	sedam
gOdine	Ncfpn	godina
.	Z	.

sAm	Var1s	biti
•	X	•
Ide	Vmr3s	ići
na	Sa	na
slUžbu	Ncfsa	služba
rAdi	Vmr3s	raditi
mUči	Vmr3s	mučiti
se	Px--sa	sebe
.	Z	.

a	Cc	a
•	X	•
nEma	Vmr3s	imati
porOdicu	Ncfsa	porodica
.	Z	.

i	Cc	i
kad	Rgp	kad
dOjde	Vmr3s	doći
ovdE	Rgp	ovde
kod	Sg	kod
mEne	Pp1-sg	ja
jA	Pp1-sn	ja
ga	Pp3msa	on
pitUjem	Vmr3s	pitujeati
sinE	Ncmsv	sin
••	X	••
jel	Qq	jel
Ima	Vmr3s	imati
negdE	Rgp	negde
neštO	Pi3n-a	nešto
da	Cs	da
se	Px--sa	sebe
najde	Vmr3s	naći
.	Z	.

bAbo	Ncfsv	baba
•	X	•
nEmoj	Vmm2s	moći
da	Cs	da
me	Pp1-sa	ja
pItaš	Vmr2s	pitati
.	Z	.

koI	Pi-msn	koji
Imaju	Vmr3p	imati
ovOj	Pd-nsn	ovaj
.	Z	.

kəkO	Cs	kako
se	Pxsa	sebe
zovU	Vmr3p	zvati
ovIj	Vmm2s	oviti
što	Pi3n	što
mEnjaju	Vmr3p	menjati
pAre	Ncfpa	para
.	Z	.

dIleri	Ncmpn	diler
.	Z	.

dIleri	Ncmpn	diler
svE	Pi-nsa	sav
pobrAše	Vma3p	pobrati
svE	Pi-nsn	sav
štoe	Vcr3s	štobiti
dobrO	Rgp	dobro
.	Z	.

a	Cc	a
samO	Rgp	samo
šljAm	Ncmsn	šljam
ostAl	Vmp-sm	ostati
.	Z	.

nemA	Vmr3s	imati
•••	X	•••
i	Cc	i
od	Sg	od
Ovde	Rgp	ovde
kojE	Pipn	koji
su	Var3p	biti
otIšle	Vmpf	otići
onE	Pp3fpn	oni
se	Px--sa	sebe
pogospodarIle	Vmp-pf	pogospodariti
.	Z	.

neče	Var3s	hteti
da	Cs	da
si	Px--sd	sebe
•	X	•
bUde	Var3s	biti
seljAčka	Agpfsny	seljački
i	Cc	i
gotOvo	Rgp	gotovo
.	Z	.

neče	Var3s	hteti
•••	X	•••
•	X	•
a	Cc	a
tAm	Rgp	tamo
drUgi	Mlomsan	drugi
žIvot	Ncmsan	život
.	Z	.

snAjka	Ncfsn	snajka
mi	Pp1-sd	ja
onA	Pp3fsn	on
•	X	•
u	Sa	u
bOr	Ncmsan	bor
i	Cc	i
rOđena	Appnpny	roditi
i	Cc	i
.	Z	.

i	Cc	i
((?))	X	((?))
•	X	•
udAla	Vmp-sf	udati
se	Pxsa	sebe
za	Sa	za
slavIšu	Ncmsay	slaviša
ali	Cc	ali
.	Z	.

ne	Qz	ne
interEsue	Vmr3s	intereovati
u	Sl	u
nIšta	Pi3n-a	ništa
.	Z	.

sAmo	Rgp	samo
gotOvo	Agpnsny	gotov
da	Cs	da
se	Px--sa	sebe
/	Z	/
.	Z	.

On	Pp3msn	on
čUva	Vmr3s	čuvati
svInje	Ncfpa	svinja
čUva	Vmr3s	čuvati
kokOške	Ncfpa	kokoška
.	Z	.

i	Cc	i
((?))	X	((?))
••	X	••
dAva	Vmr3s	davati
•	X	•
njegOva	Ps3fsn	njegov
decA	Ncnpn	dete
njegOva	Ps3fsn	njegov
ženA	Ncfsn	žena
.	Z	.

i	Cc	i
dAva	Vmr3s	davati
im	Pp3-pd	oni
((?))	X	((?))
onA	Pp3fsn	on
sAmo	Rgp	samo
tUj	Rgp	tu
dojde	Vmr3s	doći
.	Z	.

nEču	Var1s	hteti
jA	Pp1-sn	ja
nIšta	Pi3n-a	ništa
.	Z	.

sIn	Ncmsn	sin
tAj	Pd-msn	taj
što/	Cs	što/
što	Cs	što
je	Var3s	biti
trIeseta	Agpfsny	trieset
mu	Pp3msd	on
gOdina	Ncfsn	godina
On/	Pp2-sd	On/
On	Pp3msn	on
rAdi	Vmr3s	raditi
.	Z	.

rAde	Npmsn	rade
stolAriju	Ncfsa	stolarija
.	Z	.

On	Pp3msn	on
radEl	Vmp-sm	raditi
to	Pd-nsa	taj
i	Cc	i
u	Sa	u
bEograd	Npmsan	Beograd
.	Z	.

i	Cc	i
sƏg	Rgp	sad
mEnjaju	Vmr3p	menjati
na/	X	na/
na	Sa	na
držAvne	Agpfpay	državni
zgrAde	Ncfpa	zgrada
me/	X	me/
mEnjaju	Vmr3p	menjati
stolAriju	Ncfsa	stolarija
.	Z	.

ali	Cc	ali
prIvatnik	Ncmsn	privatnik
tOj	Pd-nsn	taj
.	Z	.

preduzimAČ	Ncmsn	preduzimač
•	X	•
prIvatnik	Ncmsn	privatnik
•	X	•
i	Cc	i
•	X	•
rAdi	Vmr3s	raditi
mnOgo	Rgp	mnogo
rAdi	Vmr3s	raditi
.	Z	.

pa	Cc	pa
kad	Cs	kad
je	Var3s	biti
slObodan	Agpmsnn	slobodan
a	Cc	a
on	Pp3msn	on
nji	Pp3-pa	oni
dovezE	Vmr3s	dovesti
ovdE	Rgp	ovde
.	Z	.

a	Cc	a
tO	Pdsn	taj
što	Pi3n	što
je	Var3s	biti
mlaǵe	Npmsn	mlaǵe
onO	Pd-nsn	onaj
•••	X	•••
əm	Px--sa	əm
Ima	Vmr3s	imati
nEku	Agpfsay	neki
mUku	Ncfsa	muka
.	Z	.

pa	Cc	pa
•••	X	•••
ni	Qo	ni
onO	Pd-nsn	onaj
sAmo	Rgp	samo
nEče	Vmr3s	hteti
da	Cs	da
mi	Pp1-sd	ja
kAže	Vmr3s	kazati
kvO	Pd-nsn	kakav
mu	Pp3msd	on
je	Vcr3s	biti
.	Z	.

al	Cc	ali
Ide	Vmr3s	ići
mEsečno	Rgp	mesečno
idE	Vmr3s	ići
•	X	•
dOktor	Ncmsn	doktor
nekI	Pipn	neki
iz	Sg	iz
zAječar	Ncmsn	zaječar
pa	Cc	pa
žIvi	Vmr3s	živeti
u	Sa	u
bEograd	Npmsan	Beograd
.	Z	.

al	Cc	ali
kad	Cs	kad
dOjde	Vmr3s	doći
On	Pp3msn	on
tUj	Rgp	tu
mEsečno	Rgp	mesečno
On	Pp3msn	on
zakAže	Vmr3s	zakazati
na	Sa	na
paciEnti	Npmsan	paciEnti
i	Cc	i
pozIvu	Ncmsl	poziv
i	Cc	i
na	Sa	na
telefoN	Ncmsan	telefon
.	Z	.

On	Pp3msn	on
Ide	Vmr3s	ići
na	Sa	na
prEgled	Ncmsan	pregled
.	Z	.

trIes	Mlc	trideset
trI	Mlc	tri
gOdine	Ncfsg	godina
dEčko	Ncmsn	dečko
••	X	••
ali	Cc	ali
•••	X	•••
ne	Qz	ne
mOg	Vmr1s	moći
da	Cs	da
kAžem	Vmr1s	kazati
dae	Vcr3s	dabiti
dobro	Rgp	dobro
.	Z	.

sAmo	Rgp	samo
cigAru	Ncfsa	cigara
smUca	Vmr3s	smucati
smUca	Vmr3s	smucati
smUca	Vmr3s	smucati
••	X	••
i	Cc	i
kAvu	Ncfsa	kafa
.	Z	.

lEbac	Ncmsn	hleb
ne	Qz	ne
jedE	Vmr3s	jesti
.	Z	.

ne	Qz	ne
interEsuje	Vmr3s	interesovati
ga	Pp3msa	on
nIštA	Pi3n-a	ništa
.	Z	.

a	Cc	a
Ume	Vmr3s	umeti
i	Cc	i
da	Cs	da
e	Var3s	biti
dObar	Agpmsnn	dobar
lEpo	Rgp	lepo
se	Px--sa	sebe
razgovAra	Vmr3s	razgovarati
.	Z	.

gRli	Vmr3s	grliti
me	Pp1-sa	ja
ljUbi	Vmr3s	ljubiti
me	Pp1-sa	ja
.	Z	.

bAbo	Ncfsv	baba
ti	Pp2-sn	ti
si	Px--sd	sebe
mlOgo	Rgp	mnogo
dObra	Agpfsny	dobar
jA	Pp1-sn	ja
te	Pp2-sa	ti
bAbo	Ncfsv	baba
vOlim	Vmr1s	voleti
.	Z	.

((?))	X	((?))
•	X	•
sIne	Ncmsv	sin
i	Cc	i
jA	Pp1n	ja
tEbe	Pp2-sa	ti
vOlim	Vmr1s	voleti
ali	Cc	ali
•••	X	•••
vIše	Rgc	mnogo
#zamIlmo#	Agpmsnn	#zamilmo#
sve	Pi-nsn	sav
.	Z	.

dok	Cs	dok
bIli	Vmp-pm	biti
bAba	Ncfsn	baba
i	Cc	i
dEda	Ncmsn	deda
onI	Pp3mpn	oni
se	Px--sa	sebe
trudIli	Vmp-pm	truditi
.	Z	.

snAjka	Ncfsn	snajka
i	Cc	i
sIn	Ncmsn	sin
Oni	Pp3mpn	oni
radEli	Vmp-pm	radeti
•	X	•
na	Sa	na
pOsao	Ncmsan	posao
.	Z	.

mI	Pp1-pn	ja
smo	Var1p	biti
si	Px--sd	sebe
ovdE	Rgp	ovde
radEli	Vmp-pm	radeti
imAnje	Ncnsa	imanje
pa	Cc	pa
ni	Qo	ni
bilA	Vap-sf	biti
kUḱa	Ncfsn	kuća
punA	Agpfsny	pun
sa	Si	sa
sve	Pi-nsa	sav
.	Z	.

imAli	Vmp-pm	imati
smo	Var1p	biti
i	Cc	i
kobIlu	Ncfsa	kobila
i	Cc	i
krAve	Ncfpa	krava
i	Cc	i
((?))	X	((?))
•••	X	•••
svInje	Ncfpa	svinja
i	Cc	i
((?))	X	((?))
.	Z	.

ako	Cs	ako
neSU	Vmr3p	biti
bilE	Vmp-pf	biti
Ovce	Ncfpn	ovca
dok	Cs	dok
mi	Pp1-sd	ja
bIl	Vmp-sm	biti
svEkar	Ncmsn	svekar
On	Pp3msn	on
čuvAL	Vmp-sm	čuvati
Ovce	Ncfpn	ovca
a	Cc	a
pOsle	Rgp	posle
.	Z	.

Ode	Rgp	ovde
vOz	Ncmsn	voz
.	Z	.

((XXX))	X	((xxx))
ovdE	Rgp	ovde
če	Var3s	hteti
zatvOre	Vmr3p	zatvoriti
.	Z	.

Eto	I	eto
sƏga	Npfsn	sƏga
Ima	Vmr3s	imati
da	Cs	da
napUnim	Vmr1s	napuniti
••	X	••
do	Sg	do
nEdelju	Ncfsa	nedelja
sedamdEset	Mlc	sedamdeset
dEvet	Mlc	devet
gOdine	Ncfpn	godina
.	Z	.

a	Cc	a
za	Sa	za
kvO	Pr-nsn	kvo
li	Qq	li
živIm	Vmr1s	živeti
sAma	Agpfsny	sam
nE	Qz	ne
znam	Vmr1s	znati
.	Z	.

nE	Qz	ne
znam	Vmr1s	znati
za	Sa	za
kvO	Pr-nsn	kvo
li	Qq	li
živIm	Vmr1s	živeti
sAma	Agpfsny	sam
.	Z	.

i	Cc	i
((?))	X	((?))
•	X	•
kəd	Px--sa	kəd
poglEdam	Vmr1s	pogledati
i	Cc	i
u	Sa	u
komšilAk	Ncmsan	komšilak
i	Cc	i
duz	Ncmsan	duz
po	Sa	po
selO	Ncnsa	selo
nIgde	Rgp	nigde
nEma	Vmr3s	imati
kakO	Cs	kako
trEba	Vmr3s	trebati
.	Z	.

i	Cc	i
koI	Pi3m-n	koji
su	Var3p	biti
žIvi	Vmr3s	živeti
onI	Pp3mpn	oni
nIsu	Var3p	biti
zdrAvi	Agpmpny	zdrav
.	Z	.

bolestIne	Z	bolestIne
na/	X	na/
najIšle	Vmp-pf	najići
.	Z	.

mOra	Vmr3s	morati
da	Cs	da
smo	Var1p	biti
učIle	Vmp-pf	učiti
mI	Pp1-pn	ja
••	X	••
ženE	Ncfpn	žena
zbirAli	Ncmpn	zbiral
ni	Cc	ni
sedamdEset	Mlc	sedamdeset
ḱetvRte	Agpfsgy	ḱetvrt
gOdine	Ncfsg	godina
.	Z	.

dodIli	Vmp-pm	doći
ljUdi	Ncmpn	čovek
iz	Sg	iz
knjAževac	Npmsay	knjaževac
pa	Cc	pa
predavAli	Vmp-pm	predavati
.	Z	.

onAj	Pd-msn	onaj
bOnba	Cs	bOnba
što	Cs	što
••	X	••
štoj	Pq-nsn	što
u	Sl	u
herošImi	Ncfsl	herošima
tAm	Rgp	tamo
••	X	••
što	Pi3n	što
e	Var3s	biti
u	Sl	u
herošImi	Ncfsl	herošima
.	Z	.

tAe	Aspfsny	ta
bOmba	Ncfsn	bomba
otkakOe	Var3s	otkakOe
Ona	Pp3fsn	on
upropAstila	Vmpf	upropastiti
nArod	Ncmsan	narod
u	Sl	u
cElom	Agpmsly	cel
svEtu	Ncmsl	svet
.	Z	.

((XXX))	X	((xxx))
••	X	••
straotIja	Sa	straotIja
boleštIne	Ncfpa	boleština
.	Z	.

nAjviše	Rgs	mnogo
rAk	Ncmsn	rak
.	Z	.

kakvE	Pisg	kakav
sam	Var1s	biti
knjIge	Ncfpa	knjiga
čitAla	Vmp-sf	čitati
.	Z	.

gdE	Rgp	gde
tam	Rgp	tamo
izbIvaju	Vmr3p	izbivati
••	X	••
ovIja	Pd-msn	ovaj
•	X	•
vUlkani	Ncmpn	vulkan
gdE	Rgp	gde
izbIvaju	Vmr3p	izbivati
kakO	Cs	kako
svE	Pi-nsn	sav
Ide	Vmr3s	ići
strAšno	Rgp	strašno
.	Z	.

gdE	Rgp	gde
če	Var3s	hteti
da	Cs	da
prespAvate	Vmr2p	prespavati
vI	Pp2-pn	vi
.	Z	.

i	Cc	i
vI	Pp2-pn	vi
če	Var3s	hteti
də	Vmr3s	dati
Idete	Vmr2p	ići
kod	Sg	kod
mlIn	Ncmsan	mlin
.	Z	.

nE	Qz	ne
znam	Vmr1s	znati
kakO	Cs	kako
se	Px--sa	sebe
zovE	Vmr3s	zvati
onAj	Pdsn	onaj
devOjka	Ncfsn	devojka
što	Pi3n	što
bilA	Vmr3s	biti
pozdrAvite	Pi-msn	pozdrAvite
e	I	e
od	Sg	od
mENe	Pp1-sa	ja
.	Z	.

